IRM_STATE_OFFICE,IRM_DEPOT_NAME,IRM_CONSUMER_NAME,IRM_ERP_CONSUMER_CODE,IRM_LATITUDE,IRM_LONGITUDE,IRM_ROUTE_STATUS,IRM_ROUTE_VERIFIED_BY,IRM_ROUTE_VERIFIED_AT,IRM_ROUTE_DISTANCE,IRM_ROUTE_ID,IRM_IS_NEW,IRM_CREATED_AT,IRM_CREATED_BY,IRM_UPDATED_AT,IRM_UPDATED_BY,IRM_ISACTIVE,IRM_CUSTOMER_ID,IRM_GROUP_NO,IRM_IS_REJECTED
Delhi (NR),Bijwasan Terminal,Shreenath Filling Station,150887,28.719089,77.004273,Accepted,sumit gupta,21-Feb-11,38.5,23058,1,7/25/2014 12:51,,,,1,1,2834,N
Karnataka (SR),Belgaum Depot,SHRI ALLAMAPRABHU PETROLEUM,176504,16.230199,74.843035,Accepted,KANT,18-Feb-11,86,33056,1,2/5/2015 9:21,,,,1,1,16979,N
Karnataka (SR),Belgaum Depot,SHRI AMOGHGANESH PETROLEUMS,224971,16.349535,74.896957,Accepted,KANT,17-Nov-11,105.11,3298,1,2/5/2015 9:21,,,,1,1,16854,N
Karnataka (SR),Bijapur Depot,SHRI AMRUTHA FILLING STATION,206652,15.7665,76.738319,Accepted,VSREEVARDHANREDDDY,17-Oct-11,190.89,337,1,2/5/2015 9:21,,,,1,1,16736,N
Uttar Pradesh 2 (NR),Agra Top,SHRI ANNAPURNA FILLING STN,165596,27.020799,79.933361,Accepted,Agra Top,,195,1151,1,1/8/2015 21:42,1,,,1,1,13634,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHRI ANNAPURNA FILLING STN,165596,27.020799,79.933361,Accepted,R Singhal,11-Sep-15,,591717,1,10/4/2014 18:10,6,,,1,1,4972,N
Uttar Pradesh 2 (NR),Agra Top,SHRI AUTOMOBILES BABARPUR,153848,26.577448,79.297188,Accepted,Agra Top,,112,1153,1,1/8/2015 21:42,1,,,1,1,13509,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHRI AUTOMOBILES BABARPUR,153848,26.577448,79.297188,Accepted,Kanpur,15-Nov-11,112,15456,1,7/25/2014 12:33,,,,1,1,1149,N
Delhi (NR),PANIPAT TOP,SHRI BALAJI FILLING STATION,186891,28.143962,76.121455,Accepted,Panipat,24-Dec-10,197.9,102565,1,7/25/2014 12:57,,,,1,1,3784,N
Uttar Pradesh 1 (NR),Lucknow Terminal,SHRI BALAJI KISAN SEWA KENDRA,263362,0,0,Accepted,R_Dixit,26-Aug-15,,592818,0,8/26/2015 11:52,6,8/26/2015 11:52,13226,1,1,5227,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,SHRI BALAJI KISAN SEWA KENDRA,263362,27.448868,80.337341,Accepted,Sumant Singh,23-Jan-13,95.5,21369,1,1/8/2015 21:42,1,,,1,1,15198,N
Uttar Pradesh 2 (NR),Najibabad Depot,SHRI BALAJI KISSAN SEVA KENDRA,219865,29.27615,77.753136,Accepted,HEMANT KUMAR,11-Oct-12,,21318,1,1/8/2015 21:42,1,,,1,1,14587,N
Uttar Pradesh 2 (NR),Agra Top,SHRI BASANT SERVICE STN,153833,26.475789,79.481222,Accepted,Agra Top,13-Jul-11,169,1155,1,1/8/2015 21:42,1,,,1,1,13385,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHRI BASANT SERVICE STN,153833,26.475789,79.481222,Accepted,Kanpur,27-Jan-12,84,15455,1,7/25/2014 12:33,,,,1,1,1150,N
Karnataka (SR),Belgaum Depot,SHRI DATTOPANT AUTOMOBILES,202010,15.862252,74.530064,Accepted,AHMED,17-Feb-11,16.5,33057,1,2/5/2015 9:21,,,,1,1,16604,N
Uttar Pradesh 2 (NR),Najibabad Depot,SHRI DURGA KISAN SEVA KENDRA,220818,29.848759,77.69574,Accepted,R_B,22-Jun-12,107,5181,1,1/8/2015 21:42,1,,,1,1,14461,N
Karnataka (SR),Hassan Top,SHRI DURGAMBIKA KISAN SEVA KEN,202181,14.207775,75.817963,Accepted,AHMED,30-Nov-11,179.5,53098,1,2/5/2015 9:21,,,,1,1,17876,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHRI DURGE PETROLEUM SAANDI T,202133,27.269129,79.966736,Accepted,KUMAR,13-Jul-11,121.5,5158,1,7/25/2014 12:33,,,,1,1,1152,N
Karnataka (SR),Belgaum Depot,SHRI DUTT PETROLEUMS,246554,16.06665,74.439903,Accepted,KANT,6-Jan-12,59.5,14743,1,2/5/2015 9:21,,,,1,1,16977,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHRI FUELS,280758,0,0,Accepted,Ravi Kumar Singh,24-Aug-15,109.6278121,599483,1,2/5/2015 17:00,6,,,1,1,18224,N
Punjab (NR),SANGRUR TERMINAL,SHRI GANESH FILLING STATION,122811,29.953523,75.542835,Accepted,Sangrur,25-Apr-12,62,587945,1,10/15/2014 14:56,1,,,1,1,7945,N
Delhi (NR),PANIPAT TOP,SHRI GANESH SERVICE STATION,218171,28.137169,76.119225,Accepted,BIPINKUMAR,24-Mar-11,192.5,3850,1,7/25/2014 12:57,,,,1,1,3785,N
Uttar Pradesh 1 (NR),Jhansi Depot,SHRI GAYATRI HIGHWAY SERVICE,215945,25.900431,79.264618,Accepted,Mayank Kumar,6-Aug-15,,598071,1,12/26/2014 15:50,6,,,1,1,12839,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHRI GAYATRI HIGHWAY SERVICE,215945,25.900431,79.264618,Accepted,VERMA,3-Oct-11,130.5,3608,1,7/25/2014 12:33,,,,1,1,1153,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHRI GIRIRAJ FILLING STATION,271175,0,0,Accepted,MOHAMMED_ILIYA,18-Jun-15,77.65864295,24167,1,7/25/2014 12:33,,,,1,1,1151,N
Karnataka (SR),Belgaum Depot,SHRI GURU DUTT PETROLEUMS,221241,16.251068,74.515053,Accepted,KANT,17-Nov-11,62.35,5393,1,2/5/2015 9:21,,,,1,1,16852,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHRI HARI KISAN SEWA KENDRA,269965,27.667088,82.017967,Accepted,UTTKARSH,21-May-13,96,23660,1,7/25/2014 12:29,,,,1,1,603,N
Karnataka (SR),Belgaum Depot,SHRI HIRANYAKESHI S.S.K.N.,221846,16.24523,74.497124,Accepted,AHMED,17-Feb-11,62.022,2203,1,2/5/2015 9:21,,,,1,1,16727,N
Karnataka (SR),Bijapur Depot,SHRI HOLE BASAVESHWAR PETROLEUM,181464,16.500526,75.877326,Accepted,P VANSAKUMARAN,30-Oct-11,42.5,22105,1,2/5/2015 9:21,,,,1,1,16859,N
Karnataka (SR),Belgaum Depot,SHRI JAI HANUMAN PETROLEUMS,122847,16.350914,74.726472,Accepted,KANT,16-Nov-11,88.5,33059,1,2/5/2015 9:21,,,,1,1,16602,N
Karnataka (SR),Navalur Depot,SHRI KALIKA PETROLEUMS,246563,15.85903,75.256591,Accepted,VSREENATH,20-May-12,70,14643,1,2/5/2015 9:21,,,,1,1,18206,N
Karnataka (SR),Navalur Depot,SHRI KANAKADHARA PETROLEUM,256079,14.6787,75.493,Accepted,Brahmanand R Rayannavar,11-Jan-13,,18950,1,2/5/2015 9:21,,,,1,1,18040,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHRI KISAN SEWA KENDRA KAMELA,181087,26.6097,81.3616,Accepted,RAJEEV,21-Oct-11,156,3229,1,7/25/2014 12:33,,,,1,1,1155,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHRI KISAN SEWA KENDRA KAMELA,181087,26.6097,81.3616,Accepted,RAJEEV,26-Aug-11,78.5,8790,1,7/25/2014 12:34,,,,1,1,1411,N
Uttar Pradesh 1 (NR),Gonda Depot,SHRI KRISHNA AUTOMOBILE KSK,274393,,,Accepted,Arvind Kumar,22-Aug-15,44.54023057,592010,1,10/5/2014 10:40,6,,,1,1,5017,N
Uttar Pradesh 2 (NR),Roorkee Top,SHRI KRISHNA FILL & FLY,186523,29.243006,78.986809,Accepted,GARG RAKESH KUMAR,29-Dec-12,193,1982,1,1/8/2015 21:42,1,,,1,1,15448,N
Uttar Pradesh 2 (NR),Haldwani Depot,SHRI KRISHNA FUEL STATION,183253,29.039912,79.251488,Accepted,KUMAR,14-Jul-11,36,5348,1,1/8/2015 21:42,1,,,1,1,13874,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHRI KRISHNA KISAN SEWA KENDRA,232735,28.216713,79.942635,Accepted,M K Gupta,11-Apr-12,112,3971,1,1/8/2015 21:42,1,,,1,1,13656,N
Delhi (NR),PANIPAT TOP,SHRI KRISHNA PETROLEUM,196692,28.707821,76.93914,Accepted,BIPINKUMAR,21-Jun-11,114,102579,1,7/25/2014 12:57,,,,1,1,3789,N
Karnataka (SR),Bijapur Depot,SHRI KUMAR SANGAMNATH PETROLEU,203076,16.566628,75.397374,Accepted,SHETTIGAR,31-Mar-11,58,22106,1,2/5/2015 9:21,,,,1,1,16609,N
Karnataka (SR),Belgaum Depot,SHRI LAKSHMIDEVI HIGHWAY S.S,219557,16.332836,74.414717,Accepted,KANT,17-Nov-11,0,4534,1,2/5/2015 9:21,,,,1,1,16975,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHRI LALITE FILLING CENTRE,211357,27.033417,81.120087,Accepted,RAJEEV,21-Oct-11,146,3173,1,7/25/2014 12:33,,,,1,1,1156,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHRI LALITE FILLING CENTRE,211357,27.033417,81.120087,Accepted,RAJEEV,2-Aug-11,66,8776,1,7/25/2014 12:34,,,,1,1,1413,N
Karnataka (SR),Belgaum Depot,SHRI LAXMI PETROLEUMS,213838,16.073355,75.224464,Accepted,KANT,17-Nov-11,100,4393,1,2/5/2015 9:21,,,,1,1,16850,N
Karnataka (SR),Belgaum Depot,SHRI MALAPRABHA CO OP SUGAR FACTORY  M K HU,121549,15.694904,74.712964,Accepted,A K KUNDU,9-Mar-11,42,153030,1,2/5/2015 9:21,,,,1,1,16725,N
Karnataka (SR),Bijapur Depot,SHRI MALLIKARJUN PETROLEUM,203670,16.352542,75.619348,Accepted,P VANSAKUMARAN,30-Oct-11,66,22107,1,2/5/2015 9:21,,,,1,1,16982,N
Karnataka (SR),Navalur Depot,SHRI MAYAPPA AUTOLINK SERVICES,263857,15.912129,75.065662,Accepted,Shreenath V,20-Dec-12,,21718,1,2/5/2015 9:21,,,,1,1,18095,N
Karnataka (SR),Navalur Depot,SHRI NAGALINGESHWAR PETROLEUM,246562,15.608149,75.008476,Accepted,VSREENATH,9-Dec-11,30,13906,1,2/5/2015 9:21,,,,1,1,18151,N
Karnataka (SR),Belgaum Depot,SHRI NANDI PETROLEUMS,256412,15.7908,74.7477,Accepted,Mohan Pangi,7-Nov-12,44,18949,1,2/5/2015 9:21,,,,1,1,16600,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHRI NARAYAN FILLING STATION,173647,28.593402,79.708661,Accepted,Aonla,21-Dec-11,86,9124,1,1/8/2015 21:42,1,,,1,1,13996,N
Karnataka (SR),Belgaum Depot,SHRI PARAMESHWARI PETROLEUM,233727,16.245943,74.761566,Accepted,KANT,17-Feb-11,87.5,11858,1,2/5/2015 9:21,,,,1,1,16973,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHRI PASHUPATI NATH FILLING STATION,197765,28.276707,79.141243,Accepted,Sonam Kejriwal,7-Dec-12,5,4632,1,1/8/2015 21:42,1,,,1,1,13870,N
Karnataka (SR),Bijapur Depot,SHRI PAWAD BASAWESHWARA PETROLEUMS,217907,16.252537,76.293678,Accepted,P VANSAKUMARAN,20-Jul-11,99,3627,1,2/5/2015 9:21,,,,1,1,16857,N
Karnataka (SR),Bijapur Depot,SHRI PRABHU PETROLINKS,142335,16.492944,75.065483,Accepted,P VANSAKUMARAN,30-Oct-11,100,22076,1,2/5/2015 9:21,,,,1,1,16732,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHRI RAM & SONS F/STN,154091,26.82297,79.675321,Accepted,Kanpur,25-Jan-12,92,15457,1,7/25/2014 12:33,,,,1,1,1157,N
Uttar Pradesh 1 (NR),BAITALPUR DEPOT,SHRI RAM FILLING STATION,186469,26.837876,83.428442,Accepted,KUMAR,29-Dec-10,57,11207,1,7/25/2014 12:27,,,,1,1,393,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHRI RAM JANKI FILLING STATION,254787,26.70116,82.494545,Accepted,RAVI SINGH,27-Oct-11,84,17993,1,7/25/2014 12:29,,,,1,1,604,N
Karnataka (SR),Belgaum Depot,SHRI RAMESHWAR PETROLEUMS,246646,16.149153,75.126953,Accepted,VSREENATH,7-Jan-12,97,14655,1,2/5/2015 9:21,,,,1,1,16848,N
Uttar Pradesh 1 (NR),Allahabad Terminal,SHRI RAMPURNAWASI FILLING STATION,171634,25.490633,82.332247,Accepted,VIJAY,11-Sep-15,77,15571,0,12/13/2014 16:11,,12/13/2014 16:11,16,1,1,136,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,SHRI RAMPURNAWASI FILLING STATION,171634,25.490633,82.332247,Accepted,A K,21-Oct-10,101,89343,1,7/25/2014 12:38,,,,1,1,1899,N
Karnataka (SR),Bijapur Depot,SHRI REVANSIDDESHWAR PETROLEUM,258500,16.3101,75.8906,Accepted,P Valsakumaran,8-Nov-12,72,19446,1,2/5/2015 9:21,,,,1,1,16980,N
Karnataka (SR),Bijapur Depot,SHRI SADANAND PETROLEUMS,246560,16.218695,75.756105,Accepted,P Valsakumaran,8-Nov-12,86,13903,1,2/5/2015 9:21,,,,1,1,16855,N
Karnataka (SR),Belgaum Depot,SHRI SAI ANAND PETROLEUMS,245671,16.230322,74.842979,Accepted,KANT,17-Nov-11,83.5,10197,1,2/5/2015 9:21,,,,1,1,16723,N
Delhi (NR),Bijwasan Terminal,Shri Sai Filling Station,234809,28.766697,76.964706,Accepted,Bijwasan,24-Mar-11,46,6807,1,7/25/2014 12:51,,,,1,1,2836,N
Karnataka (SR),Gulbarga Terminal,SHRI SAJJALASHRI FILLING STN,264784,15.949814,76.932636,Accepted,V. Sreevardhan Reddy,28-Nov-12,,21837,1,2/5/2015 9:21,,,,1,1,17633,N
Karnataka (SR),Bijapur Depot,SHRI SANGAMESHWAR PETROLEUMS,141200,16.990366,75.755134,Accepted,KANT,16-Nov-11,19,22119,1,2/5/2015 9:21,,,,1,1,16730,N
Uttar Pradesh 1 (NR),Lucknow Terminal,SHRI SHIV SAI KSK,275824,,,Accepted,Ravi Kumar Singh,8-Sep-15,56.48774156,593150,1,10/10/2014 14:50,6,,,1,1,5365,N
Karnataka (SR),Navalur Depot,SHRI SHIVAYOGESHWAR OIL DISTRIBUTOR,247700,15.4666,76.218422,Accepted,VIJAYAKUMAR,26-Jul-11,146,13443,1,2/5/2015 9:21,,,,1,1,18207,N
Karnataka (SR),Belgaum Depot,SHRI SHIVSAGAR SUGAR & AGRO,252034,16.076928,75.277239,Accepted,D Lokeswara Reddy,21-Jan-13,0,22223,1,2/5/2015 9:21,,,,1,1,16598,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHRI SHRI AUTOMOBILES,250083,,,Accepted,Alok Chaudhuary,26-Aug-15,58.60794601,592944,1,10/8/2014 15:00,6,,,1,1,5280,N
Karnataka (SR),Navalur Depot,SHRI SHRINIVAS KSK,263687,15.638281,75.299028,Accepted,Shreenath V,13-Dec-12,,21885,1,2/5/2015 9:21,,,,1,1,18041,N
Karnataka (SR),Bijapur Depot,SHRI SHRINIVAS PETROLEUMS,206507,16.668638,75.348905,Accepted,SHETTIGAR,24-Feb-11,62,22102,1,2/5/2015 9:21,,,,1,1,16605,N
Karnataka (SR),Navalur Depot,SHRI SHRISHAIL MALLIKARJUNA AF,229787,14.72468,75.167946,Accepted,Brahmanand R Rayannavar,13-Dec-12,91,4701,1,2/5/2015 9:21,,,,1,1,18096,N
Uttar Pradesh 1 (NR),Gonda Depot,SHRI SHYAM PETROLEUM,284004,26.81768,82.763313,Accepted,Vipul Prasad,23-Oct-15,,599685,1,2/28/2015 17:10,6,,,1,1,18401,N
Karnataka (SR),Navalur Depot,SHRI SIDDHALINGESHWARA AND CO.,183478,14.924378,75.256443,Accepted,T JAYAKUMAR,21-Nov-11,66,96091,1,2/5/2015 9:21,,,,1,1,18152,N
Delhi (NR),PANIPAT TOP,SHRI SINGHRA DEV F/STN KSK,260279,28.576445,76.793213,Accepted,DHAWAN,3-May-12,267,19934,1,7/25/2014 12:57,,,,1,1,3797,N
Karnataka (SR),Navalur Depot,SHRI VEERABHADRESHWARA KSK,256723,15.479927,75.385501,Accepted,Shreenath V,12-Dec-12,,19453,1,2/5/2015 9:21,,,,1,1,18208,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHRI VISHUN NARAYAN FS KSK,272873,,,Accepted,ABHYUDAYA_KUMAR,24-Aug-15,159.9273354,590617,1,9/29/2014 12:30,6,,,1,1,4649,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHRI VISHUN NARAYAN FS KSK,272873,0,0,Accepted,SPARSSH TANDON,30-Mar-15,73.24325737,24586,1,7/25/2014 12:34,,,,1,1,1414,N
Karnataka (SR),Bijapur Depot,SHRI VITHAL PRASADA CO (PVT) LTD.,117962,16.726343,75.073275,Accepted,Kathiravan,5-Mar-13,86.5,22123,1,2/5/2015 9:21,,,,1,1,16853,N
Karnataka (SR),Belgaum Depot,SHRI VIVEKANANDA PETROLEUMS,263855,15.810552,74.831383,Accepted,Mohan Pangi,7-Nov-12,0,21585,1,2/5/2015 9:21,,,,1,1,16971,N
Karnataka (SR),Belgaum Depot,SHRI. HARIKRUPA PETROLEUMS,219554,16.20067,75.062408,Accepted,KANT,17-Nov-11,97.87,4532,1,2/5/2015 9:21,,,,1,1,16846,N
Karnataka (SR),Bijapur Depot,SHRI.MAHALAXMI PETROLEUM SERVS,253025,16.509328,75.296956,Accepted,P VANSAKUMARAN,31-Dec-11,54.5,16960,1,2/5/2015 9:21,,,,1,1,16603,N
Karnataka (SR),Belgaum Depot,SHRINIVAS PETROLEUMS,178581,16.341672,74.96812,Accepted,KANT,6-Jan-12,108,33060,1,2/5/2015 9:21,,,,1,1,16721,N
Uttar Pradesh 2 (NR),Meerut Terminal,SHRIRAM PISTON & RINGS LTD,103438,28.683599,77.431313,Accepted,AB,15-Mar-12,47,104191,1,1/8/2015 21:42,1,,,1,1,14763,N
Karnataka (SR),Navalur Depot,SHRISHAIL MALLIKARJUN TRADERS,265249,15.70758,75.380638,Accepted,Brahmanand R Rayannavar,11-Jan-13,,22219,1,2/5/2015 9:21,,,,1,1,18042,N
Karnataka (SR),Bijapur Depot,SHUBHAM PETROL POINT,194897,16.822464,75.760971,Accepted,BASUMATARY,24-Feb-11,2.5,22110,1,2/5/2015 9:21,,,,1,1,16976,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHUBHANKAR AUTO SERVICE,231115,26.459769,81.118286,Accepted,Kanpur,7-May-12,125.5,13371,1,7/25/2014 12:33,,,,1,1,1161,N
Uttar Pradesh 2 (NR),Agra Top,SHWETA FILLING STN. (NEW),155799,27.129852,79.617554,Accepted,Agra Top,,157.5,1161,1,1/8/2015 21:42,1,,,1,1,13255,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHWETA FILLING STN. (NEW),155799,27.129852,79.617554,Accepted,R Singhal,11-Sep-15,,591785,1,10/4/2014 19:10,6,,,1,1,4986,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHWETANK PETROLEUMS,272171,,,Accepted,Ravi Kumar Singh,24-Aug-15,117.4162054,590680,1,10/3/2014 12:20,6,,,1,1,4712,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHWETANK PETROLEUMS,272171,26.888432,80.759652,Accepted,Vinod Kumar Bhatia,30-Sep-15,30.73212729,24410,1,7/25/2014 12:34,,,,1,1,1415,N
Uttar Pradesh 1 (NR),Gonda Depot,SHYAM HI-TECH FILLING STATION,171745,26.759834,82.197617,Accepted,Virendra Pratap singh,25-Aug-15,,590636,1,9/30/2014 14:00,6,,,1,1,4668,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHYAM HI-TECH FILLING STATION,171745,26.759834,82.197617,Accepted,KUMAR,30-Jul-11,149.5,13397,1,7/25/2014 12:34,,,,1,1,1416,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHYAM PREM KISAN SEWA KENDRA,207176,27.290681,80.74601,Accepted,Amousi,,84,8186,1,7/25/2014 12:34,,,,1,1,1417,N
Uttar Pradesh 2 (NR),Najibabad Depot,SIDDARTH FILLING STATION,249905,29.471279,77.759613,Accepted,VG,6-Sep-11,84,14675,1,1/8/2015 21:42,1,,,1,1,14333,N
Karnataka (SR),Bijapur Depot,SIDDESWARA PETROLEUMS,187677,17.093626,76.222999,Accepted,P VANSAKUMARAN,31-Oct-11,79,22120,1,2/5/2015 9:21,,,,1,1,16726,N
Karnataka (SR),Belgaum Depot,SIDDHARAJ  AUTOMOBILES,150944,15.830434,74.499683,Accepted,AHMED,17-Feb-11,9.5,33062,1,2/5/2015 9:21,,,,1,1,16969,N
Karnataka (SR),Belgaum Depot,SIDDHESHWAR PETROLEUMS,194942,16.023504,74.523299,Accepted,AHMED,17-Feb-11,35.5,33063,1,2/5/2015 9:21,,,,1,1,16844,N
Delhi (NR),PANIPAT TOP,SIDDHI VINAYAK SERVICE STATION,187007,27.826476,76.16468,Accepted,Panipat,,238.3,102552,1,7/25/2014 12:57,,,,1,1,3805,N
Uttar Pradesh 2 (NR),Agra Top,SIDDIQUI FILLING STATION,209448,27.146898,79.694996,Accepted,Agra Top,,164.5,1164,1,1/8/2015 21:42,1,,,1,1,13379,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SIDDIQUI FILLING STATION,209448,27.146898,79.694996,Accepted,SINGHAL_R,11-Sep-15,,592348,0,9/11/2015 23:11,6,9/11/2015 23:11,13333,1,1,5096,N
Uttar Pradesh 1 (NR),Baitalpur Depot,SIDHARTH FILLING STATION,156333,27.131069,83.030281,Accepted,Dharmendra Kumar Yadav,24-Aug-15,,590591,0,11/3/2014 17:20,6,11/3/2014 17:20,6,1,1,9897,N
Uttar Pradesh 1 (NR),Baitalpur Depot,SIDHARTH SERVICE CENTRE,154283,27.209021,82.655354,Accepted,Vipul Prasad,3-Sep-15,,590539,1,9/5/2014 12:30,6,,,1,1,4571,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SIDHARTH SERVICE CENTRE,154283,27.209021,82.655354,Accepted,VERMA,12-Jun-11,100.5,13667,1,7/25/2014 12:29,,,,1,1,605,N
Uttar Pradesh 2 (NR),Bareilly Depot,SIDHBABA FILLING STATION,214332,28.386353,79.402718,Accepted,Aonla,3-Jun-11,42,4589,1,1/8/2015 21:42,1,,,1,1,13744,N
Punjab (NR),SANGRUR TERMINAL,SIDHU KISAN SEVA KENDRA,234902,30.771006,75.416939,Accepted,N K Agarwal,3-Apr-15,101.5,587946,1,10/15/2014 14:56,1,,,1,1,7878,N
Punjab (NR),BATHINDA TERMINAL,SIDHU PETRO KISAN SEVA KENDRA,251742,29.98246,75.428764,Accepted,Pradeep Sharma,25-Jan-15,55,15291,1,10/15/2014 14:56,1,,,1,1,5965,N
Delhi (NR),AMBALA TERMINAL,SIDHU SERVICE STATION,102989,30.736828,76.800209,Accepted,Ambala,24-Dec-10,51.5,5584,1,7/25/2014 12:47,,,,1,1,2354,N
Uttar Pradesh 2 (NR),Najibabad Depot,SIDKI SERVICE STATION,264876,29.880564,77.641511,Accepted,RAJENDRA BAITHA,18-Feb-13,117.5,22342,1,1/8/2015 21:42,1,,,1,1,14457,N
Uttar Pradesh 2 (NR),Najibabad Depot,SILVERTON PAPERS LTD.,106058,29.469639,77.788807,Accepted,Najibabad,22-May-12,90,587312,1,1/8/2015 21:42,1,,,1,1,14331,N
Karnataka (SR),Bangalore Terminal,SINDHU AUTO SERVICE,187612,12.9381,77.549294,Accepted,PANDEY,1-Dec-11,53,34301,1,2/5/2015 9:21,,,,1,1,17298,N
Uttar Pradesh 1 (NR),Allahabad Terminal,SINDHUJA KISAN SEVA KENDRA,275805,,,Accepted,VIJAY,11-Sep-15,104.3764376,592158,1,10/5/2014 15:20,6,,,1,1,5049,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SINGH AUTOMOBILES,153915,27.459904,82.142927,Accepted,GUPTA,30-May-11,42,46089,1,7/25/2014 12:29,,,,1,1,606,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,SINGH AUTOMOBILES,156048,25.750612,84.025208,Accepted,R R,8-Aug-11,153,13586,1,7/25/2014 12:38,,,,1,1,1904,N
Uttar Pradesh 2 (NR),Najibabad Depot,SINGH BROTHERS SERVICE STATION,187528,29.331945,77.85215,Accepted,VG,8-Dec-10,66.5,92188,1,1/8/2015 21:42,1,,,1,1,14206,N
Uttar Pradesh 2 (NR),Meerut Terminal,SINGH FILLING STATION,155264,28.968544,77.73683,Accepted,Partapur,,19.5,104193,1,1/8/2015 21:42,1,,,1,1,14887,N
Uttar Pradesh 2 (NR),Agra Top,SINGH FILLING STN.,186660,26.72226,78.960812,Accepted,Agra Top,,115,1166,1,1/8/2015 21:42,1,,,1,1,13626,N
Uttar Pradesh 2 (NR),Najibabad Depot,SINGH HIGHWAY FILLING CENTRE.,155396,29.430634,77.730499,Accepted,VG,25-Dec-10,88.5,92190,1,1/8/2015 21:42,1,,,1,1,14455,N
Uttar Pradesh 2 (NR),Agra Top,SINGH KISSAN SEWA KENDRA,230804,27.07864,78.034645,Accepted,Agra Top,16-Mar-12,35,4925,1,1/8/2015 21:42,1,,,1,1,13501,N
Uttar Pradesh 1 (NR),BAITALPUR DEPOT,SINGH SERVICE  STATION,186402,25.597576,83.977291,Accepted,Prashubh Bhardwaj,27-Sep-12,131.5,11212,1,7/25/2014 12:27,,8/1/2015 21:40,6,0,1,396,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,SINGH SERVICE  STATION,186402,25.597576,83.977291,Accepted,R R,31-Oct-11,131.5,14796,1,7/25/2014 12:38,,,,1,1,1905,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,SINGH SERVICE STATION,156249,26.062145,83.645828,Accepted,R R,6-Jul-11,142.5,13587,1,7/25/2014 12:39,,,,1,1,1907,N
Delhi (NR),Bijwasan Terminal,Singh Service Station (GT-Karnal Rd),102120,28.693383,77.189514,Accepted,Bijwasan,,35,23061,1,7/25/2014 12:51,,,,1,1,2839,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SINGH TRADERS,153949,26.928028,81.209328,Accepted,RAJEEV,21-Oct-11,133.5,1839,1,7/25/2014 12:33,,,,1,1,1162,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SINGH TRADERS,153949,26.928028,81.209328,Accepted,RAJEEV,27-Apr-11,48.005,8495,1,7/25/2014 12:35,,,,1,1,1418,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SINGH TRADING CO. KUKURBHUKWA,154971,27.294305,81.905762,Accepted,Gonda,,19.5,46091,1,7/25/2014 12:29,,,,1,1,609,N
Uttar Pradesh 2 (NR),Haldwani Depot,SINGHAL AUTOMOBILES,186545,29.386553,79.122449,Accepted,PANKAJ KUMAR,16-Jan-13,75,6638,1,1/8/2015 21:42,1,,,1,1,13748,N
Uttar Pradesh 2 (NR),Najibabad Depot,SINGHAL SERVICE STATION,186620,29.594761,77.422203,Accepted,VG,6-Sep-11,128.5,672,1,1/8/2015 21:42,1,,,1,1,14329,N
